Kod produktu,active,stock,price,Nazwa produktu,Kondycja|797|select,Producent|798|select,Model|799|text,Seria procesora|800|select,Stan ekranu|801|text,Stan obudowy|802|text,Procesor|803|select,Ilość rdzeni|805|select,Ilość pamięci RAM|806|select,Dysk|808|select,Licencja|811|select,Ekran dotykowy|814|select,Rozdzielczość ekranu|815|select,Przekątna ekranu|816|select,Rodzaj karty graficznej|818|select,Bateria|823|select,Zainstalowany system|1078|select,1,2,3,4
4975,1,10,949,"Laptop Dell Latitude 7480 i5 - 6300U | 16GB 512GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 7480,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 6300U, 3MB Cache, 6 gen.",2,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,b,b,b,
4042,1,12,949,"Laptop HP EliteBook 840 G3 i5 - 6300U | 16GB 128GB 500GB SSD+HDD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 840 G3,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 6300U, 3MB Cache, 6 gen.",2,16GB,128GB,Windows 10 Professional,Tak,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,b,b,b,
3934,1,94,949,"Laptop Dell Latitude 5480 i5 - 7300U | 8GB 256GB SSD | 14"" 1920 x 1080 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5480,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 7300U, 3MB Cache, 7 gen.",2,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 11 Pro,b,b,b,
10423,1,30,999,"Laptop Panasonic Toughbook CF-53 i5 - 4310U | 8GB 500GB HDD | 14"" 1366 x 768 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Panasonic,Toughbook CF-53,Intel Core i5,"Drobne ryski, otarcia, poświatki","Normalne ślady użytkowania, możliwy skin","i5 - 4310U, 3MB Cache, 4 gen.",2,8GB,500GB,Windows 8.1 PRO,Nie,1366 x 768,"14""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 10 Professional,b,b,b,
4083,1,49,999,"Laptop Dell Latitude E7470 i5 - 6300U | 16GB 480GB SSD | 14"" 2560 x 1440 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude E7470,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 6300U, 3MB Cache, 6 gen.",2,16GB,480GB,Windows 10 Professional,Tak,2560 x 1440,"14""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,b,b,b,
6209,1,171,999,"Laptop Dell Latitude E7470 i5 - 6300U | 8GB 512GB SSD | 14"" 1600 x 900 | Windows 10 Professional [Powystawowy]",Powystawowy / Leżak magazynowy,Dell,Latitude E7470,Intel Core i5,Bez wad,,"i5 - 6300U, 3MB Cache, 6 gen.",2,8GB,512GB,Windows 10 Professional,Nie,1600 x 900,"14""",Zintegrowana,Nowy zamiennik,Windows 10 Professional,b,b,b,
4798,1,49,1099,"Laptop Dell Latitude 7480 i7 - 6600U | 16GB 512GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 7480,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 6600U, 4MB Cache, 6 gen.",2,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,b,b,b,
5801,1,24,1149,"Laptop Lenovo ThinkPad X1 Yoga 1 gen. i5 - 6200U | 8GB 240GB SSD | 14"" 2560 x 1440 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad X1 Yoga 1 gen.,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,8GB,240GB,Windows 10 Professional,Tak,2560 x 1440,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,b,b,b,
10422,1,30,1149,"Laptop Panasonic Toughbook CF-53 i5 - 3340M | 16GB 240GB SSD | 14"" 1366 x 768 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Panasonic,Toughbook CF-53,Intel Core i5,Bez wad,"Normalne ślady użytkowania, możliwy skin","i5 - 3340M, 3MB Cache, 3 gen.",2,16GB,240GB,Windows 8.1 PRO,Nie,1366 x 768,"14""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 10 Professional,b,b,b,
4797,1,50,1149,"Laptop Dell Latitude E7470 i5 - 6300U | 16GB 960GB SSD | 14"" 2560 x 1440 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude E7470,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 6300U, 3MB Cache, 6 gen.",2,16GB,960GB,Windows 10 Professional,Tak,2560 x 1440,"14""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,b,b,b,
5343,1,20,1199,"Laptop Lenovo ThinkPad X1 Yoga 2nd Generation i5 - 7300U | 8GB 256GB SSD | 14"" 2560 x 1440 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad X1 Yoga 2nd Generation,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5 - 7300U, 3MB Cache, 7 gen.",2,8GB,256GB,Windows 10 Professional,Tak,2560 x 1440,"14""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,b,b,b,
3803,1,98,1199,"Laptop Lenovo ThinkPad T440 i5 - 4300U | 8GB 240GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T440,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 4300U, 3MB Cache, 4 gen.",2,8GB,240GB,Windows 8.1 PRO,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,b,b,b,
3892,1,192,1199,"Laptop Dell Latitude E7470 i5 - 6300U | 8GB 512GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [Powystawowy]",Powystawowy / Leżak magazynowy,Dell,Latitude E7470,Intel Core i5,Bez wad,,"i5 - 6300U, 3MB Cache, 6 gen.",2,8GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,Nowy zamiennik,Windows 10 Professional,b,b,b,
10424,1,30,1249,"Laptop Panasonic Toughbook CF-53 i5 - 4310U | 16GB 240GB SSD | 14"" 1366 x 768 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Panasonic,Toughbook CF-53,Intel Core i5,Bez wad,"Normalne ślady użytkowania, możliwy skin","i5 - 4310U, 3MB Cache, 4 gen.",2,16GB,240GB,Windows 8.1 PRO,Nie,1366 x 768,"14""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 10 Professional,b,b,b,
5583,1,39,1249,"Laptop Dell Latitude 7480 i5 - 6300U | 32GB 1TB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 7480,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 6300U, 3MB Cache, 6 gen.",2,32GB,1TB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,b,b,b,
4598,1,48,1249,"Laptop Dell Latitude 7480 i7 - 7600U | 16GB 512GB SSD | 14"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 7480,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 7600U, 4MB Cache, 7 gen.",2,16GB,512GB,Windows 10 Professional,Nie,1920 x 1080,"14""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,b,b,b,
4021,1,27,349,"Laptop Fujitsu LifeBook E780 i3 - 370M, | 8GB 120GB SSD | 15,6"" 1366 x 768 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Fujitsu,LifeBook E780,Intel Core i3,Możliwe małe poświatki/ryski,"Normalne, delikatne ślady użytkowania","i3 - 370M, 3MB Cache, 1 gen.",2,8GB,120GB,Windows 7 Professional,Nie,1366 x 768,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,c,b,a,
5560,1,10,499,"Laptop Dell Latitude E5520 i5 - 2410M | 16GB 120GB SSD | 15,6"" 1366 x 768 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude E5520,Intel Core i5,Bez wad,"Normalne ślady użykowania, na klapie profesjonalny skin","i5 - 2410M, 3MB Cache, 2 gen.",2,16GB,120GB,Windows 7 Professional,Nie,1366 x 768,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,c,b,a,
4714,1,17,555,"Laptop Dell Latitude E5530 i5 - 3210M | 16GB 240GB SSD | 15,6"" 1366 x 768 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude E5530,Intel Core i5,"Drobne ryski, otarcia, poświatki",Normalne ślady użytkowania,"i5 - 3210M, 3MB Cache, 3 gen.",2,16GB,240GB,Windows 7 Professional,Nie,1366 x 768,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,c,b,a,
4071,1,185,575,"Laptop Lenovo ThinkPad T550 i5 - 5200U | 8GB 240GB SSD | 15,6"" 1366 x 768 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad T550,Intel Core i5,"Poświatki, drobne otarcia/ryski",Normalne ślady użytkowania,"i5 - 5200U, 3MB Cache, 5 gen.",2,8GB,240GB,Windows 10 Professional,Nie,1366 x 768,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 2h (używana)",Windows 10 Professional,c,b,a,
5937,1,99,599,"Laptop Fujitsu Lifebook E756 i5 - 6200U | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 lub 11 Professional [A-]","""A-"" poleasingowy, przetestowany",Fujitsu,Lifebook E756,Intel Core i5,"Możliwe małe ryski, poświatka",Normalne ślady użytkowania,"i5 - 6200U, 3MB Cache, 6 gen.",2,16GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 lub 11 Pro,c,b,a,
5693,1,38,649,"Laptop Lenovo ThinkPad T560 i5 - 6200U | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad T560,Intel Core i5,"Występują drobne ryski, otarcia, poświatki","Normalne,delikatne ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,16GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,c,b,a,
5903,1,16,749,"Laptop HP ProBook 650 G2 i5 - 6200U | 8GB 120GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",HP,ProBook 650 G2,Intel Core i5,"Drobne otarcia, ryski, poświatki","Normalne, delikatne ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,8GB,120GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,c,b,b,
4152,1,35,749,"Laptop Lenovo ThinkPad T560 i5 - 6200U | 16GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T560,Intel Core i5,Bez wad matrycy,"Normalne,delikatne ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,16GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,c,b,b,
5944,1,91,799,"Laptop Lenovo ThinkPad T560 i5 - 6200U | 16GB 480GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T560,Intel Core i5,Bez wad matrycy,"Normalne,delikatne ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,c,b,b,
4293,1,10,825,"Laptop Dell Latitude E5570 i5 - 6200U | 8GB 256GB SSD | 15,6"" 1366 x 768 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude E5570,Intel Core i5,"Możliwe drobne ryski, otarcia, poświaty",Normalne ślady użytkowania,"i5 - 6200U, 3MB Cache, 6 gen.",2,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
5664,1,10,849,"Laptop HP ProBook 450 G5 i3 - 7100U | 8GB 256GB 320GB SSD+HDD | 15,6"" 1366 x 768 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,ProBook 450 G5,Intel Core i3,Bez wad,Normalne ślady użytkowania,"i3 - 7100U, 3MB Cache, 7 gen.",2,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,c,b,b,
4568,1,99,849,"Laptop Lenovo ThinkPad T550 i5 - 5200U | 16GB 240GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T550,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 5200U, 3MB Cache, 5 gen.",2,16GB,240GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy min. 2h (używana)",Windows 10 Professional,c,b,b,
5077,1,17,899,"Laptop Dell Latitude 5580 i5 - 6200U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5580,Intel Core i5,"Drobne ryski, otarcia, poświatki","Normalne, delikatne ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
4103,1,43,999,"Laptop Dell Latitude E5570 i5 - 6200U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude E5570,Intel Core i5,Bez wad,Normalne ślady użytkowania,"i5 - 6200U, 3MB Cache, 6 gen.",2,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
5247,1,106,999,"Laptop Lenovo ThinkPad T570 i5 - 6300U | 16GB 480GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Lenovo,ThinkPad T570,Intel Core i5,Bez wad,Minimalne ślady użytkowania,"i5 - 6300U, 3MB Cache, 6 gen.",2,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
4345,1,20,1049,"Laptop Dell Latitude 5580 i5 - 6200U | 8GB 256GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5580,Intel Core i5,Bez wad - NOWA MATRYCA FHD IPS!,"Normalne, delikatne ślady użytkowania","i5 - 6200U, 3MB Cache, 6 gen.",2,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
4735,1,99,1049,"Laptop Lenovo ThinkPad T540p i5 - 4200M | 8GB 240GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad T540p,Intel Core i5,Możliwe drobne przejaśnienia,"Normalne, delikatne ślady użytkowania","i5 - 4200M 3MB Cache, 4 gen",2,8GB,240GB,Windows 7 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,c,b,b,
5368,1,12,1099,"Laptop HP EliteBook 850 G3 i7-6500U,  | 8GB 120GB 320GB SSD+HDD | 15,6"" 1920 x 1080 | Windows 10 Professional [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 850 G3,Intel Core i7,"Możliwe drobne ryski, otarcia, poświatki","Normalne, delikatne ślady użytkowania","i7 - 6500U, 4MB Cache, 6gen.",2,8GB,120GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
5830,1,12,1199,"Laptop HP EliteBook 850 G3 i7-6500U,  | 8GB 120GB 320GB SSD+HDD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 850 G3,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 6500U, 4MB Cache, 6gen.",2,8GB,120GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
4434,1,40,1199,"Laptop Dell Latitude 5580 i5 - 7200U | 16GB 480GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5580,Intel Core i5,Bez wad,"Normalne, delikatne ślady użytkowania","i5 - 7200U, 3MB Cache, 7 gen.",2,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 2h do 4h (używana)",Windows 10 Professional,c,b,b,
6207,1,15,1299,"Laptop HP ProBook 650 G2 i7 - 6600U | 8GB 240GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,ProBook 650 G2,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 6600U, 4MB Cache, 6 gen.",2,8GB,240GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,c,b,b,
4775,1,15,1539,"Laptop HP ProBook 650 G2 i7 - 6600U | 16GB 480GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,ProBook 650 G2,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 6600U, 4MB Cache, 6 gen.",2,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,c,b,c,
5065,1,15,1759,"Laptop HP ProBook 650 G2 i7 - 6600U | 16GB 960GB SSD | 15,6"" 1920 x 1080 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,ProBook 650 G2,Intel Core i7,Bez wad,"Normalne, delikatne ślady użytkowania","i7 - 6600U, 4MB Cache, 6 gen.",2,16GB,960GB,Windows 10 Professional,Nie,1920 x 1080,"15,6""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 10 Professional,c,b,c,
4559,1,40,249,"Laptop HP Chromebook 11 G8 (10X47EA#UUW) | 4GB 32GB SSD | 11,6"" 1366 x 768 | Chrome OS [A-]","""A-"" poleasingowy, przetestowany",HP,Chromebook 11 G8 (10X47EA#UUW),Intel Celeron,"Możliwe delikatne ryski, otarcia, poświatki",Normalne ślady użytkowania,Celeron N4120,4,4GB,32GB,Chrome OS,Nie,1366 x 768,"11,6""",Zintegrowana,"Oryginalna, czas pracy min. 4h (używana)",Chrome OS,a,b,a,
5827,1,13,375,"Laptop HP Chromebook 11 G9 EE | 8GB 64GB | 11,6"" 1366 x 768 | Chrome OS [A-]","""A-"" poleasingowy, przetestowany",HP,Chromebook 11 G9 EE,Intel Celeron,"Drobne ryski, otarcia, poświatki","Normalne, małe ślady użytkowania, możliwy skin",,4,8GB,64GB,Chrome OS,Nie,1366 x 768,"11,6""",Zintegrowana,"Oryginalna, czas pracy min. 4h (używana)",Chrome OS,a,b,a,
5478,1,34,415,"Laptop HP EliteBook 725 G3 AMD PRO A8 | 8GB 120GB SSD | 12,5"" 1366 x 768 | Windows 10 Professional [A]","""A"" poleasingowy, przetestowany",HP,EliteBook 725 G3,Inny AMD,Bez wad,Normalne ślady użytkowania,AMD PRO A8-8600B,4,8GB,120GB,Windows 10 Professional,Nie,1366 x 768,"12,5""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 Professional,a,a,a,
6092,1,146,649,"Laptop Dell Latitude 5290 i5 - 8350U | 8GB 256GB SSD | 12,5"" 1366 x 768 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5290,Intel Core i5,"Możliwe delikatne otarcia, poświatki,ryski","Normalne, małe ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"12,5""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,a,
3867,1,146,699,"Laptop Dell Latitude 5290 i5 - 8350U | 8GB 256GB SSD | 12,5"" 1366 x 768 | Windows 11 Pro [A]","""A"" poleasingowy, przetestowany",Dell,Latitude 5290,Intel Core i5,Bez wad,"Normalne, małe ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"12,5""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
4059,1,38,799,"Laptop Fujitsu Lifebook U728 i7 - 8650U | 16GB 480GB SSD | 12,5"" 1920 x 1080 | Windows 10 lub Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Fujitsu,Lifebook U728,Intel Core i7,"Drobne otarcia, ryski, poświatki","Normalne ślady użytkowania, na klapie możliwy skin","i7 - 8650U, 8MB Cache, 8 gen.",4,16GB,480GB,Windows 10 Professional,Nie,1920 x 1080,"12,5""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 10 lub 11 Pro,a,a,b,
10361,1,150,799,"Laptop Fujitsu Lifebook P728 i5 - 8250U | 8GB 480GB SSD | 12,5"" 1920 x 1080 | Windows 10 lub 11 Pro [A]","""A"" poleasingowy, przetestowany",Fujitsu,Lifebook P728,Intel Core i5,"Mikro ślady użytkowania typowe dla ekranów dotykowych, klasa A","Normalne ślady użytkowania, na klapie możliwy skin","i5 - 8250U, 6MB Cache, 8 gen.",4,8GB,480GB,Windows 10 Professional,Tak,1920 x 1080,"12,5""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 10 lub 11 Pro,a,a,b,
5717,1,33,849,"Laptop Fujitsu Lifebook U729 i7 - 8665U | 16GB 480GB SSD | 12,5"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Fujitsu,Lifebook U729,Intel Core i7,"Ryski, otarcia, poświatki","Normalne,małe ślady użytkowania","i7 - 8665U, 8MB Cache, 8 gen.",4,16GB,480GB,Windows 11 Pro,Tak,1920 x 1080,"12,5""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,a,a,b,
10413,1,90,549,"Laptop Dell Latitude 5300 i7 - 8665U | 8GB 256GB SSD | 13,3"" 1366 x 768 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5300,Intel Core i7,"Możliwe ryski, otarcia, poświaty","Normalne,małe ślady użytkowania","i7 - 8665U, 8MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"13,3""",Zintegrowana,"Oryginalna, czas pracy minimum 1,5h (używana)",Windows 11 Pro,a,a,a,
5320,1,24,699,"Laptop HP EliteBook 830 G5 i5 - 8350U | 8GB 256GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 830 G5,Intel Core i5,"Występują poświatki, drobne ryski /  otarcia","Normalne, delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
6020,1,27,699,"Laptop Lenovo ThinkPad L390 i5-8265U,  | 8GB 256GB SSD | 13,3"" 1366 x 768 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Lenovo,ThinkPad L390,Intel Core i5,"Występują drobne ryski, otarcia, poświaty","Normalne, małe ślady użytkowania","i5-8265U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"13,3""",Zintegrowana,"Oryginalna, czas pracy min. 1h (używana)",Windows 11 Pro,a,a,b,
10399,1,76,699,"Dotykowy Laptop Toshiba Portege X30L-J | 8GB 256GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Toshiba,Dynabook Portege X30L-J,Intel Core i5,Na całym ekranie widoczne obicia od klawiatury i poświatki,"Normalne ślady użytkowania, możliwy skin na klapie","i5 - 1135G7, 8MB Cache, 11gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy minimum 1h (używana)",Windows 11 Pro,a,a,b,
4731,1,98,699,"Laptop Dell Latitude 5300 i5 - 8365U | 8GB 256GB SSD | 13,3"" 1366 x 768 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",Dell,Latitude 5300,Intel Core i5,"Możliwe ryski, otarcia, poświaty","Normalne,małe ślady użytkowania","i5 - 8365U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Nie,1366 x 768,"13,3""",Zintegrowana,"Oryginalna, czas pracy min. 1,5h (używana)",Windows 11 Pro,a,a,b,
5396,1,38,749,"Laptop HP EliteBook 830 G5 i5 - 8350U | 8GB 256GB SSD | 13,3"" 1920 x 1080 | Windows 11 Pro [A-]","""A-"" poleasingowy, przetestowany",HP,EliteBook 830 G5,Intel Core i5,"Występują drobne ryski, otarcia, poświatki","Normalne, delikatne ślady użytkowania","i5 - 8350U, 6MB Cache, 8 gen.",4,8GB,256GB,Windows 10 Professional,Tak,1920 x 1080,"13,3""",Zintegrowana,"Oryginalna, czas pracy od 1h do 2,5h (używana)",Windows 11 Pro,a,a,b,
